month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,remaining_lease_years,price_per_sqft,storey_mid
2025-12,QUEENSTOWN,4 ROOM,90,DAWSON RD,13 TO 15,95.0,Premium Apartment Loft,2016,89 years 05 months,1250000.0,89.41666666666667,1222.4096040321915,14.0
2025-12,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,84 years 02 months,1430000.0,84.16666666666667,1398.4365870128272,38.0
2025-12,QUEENSTOWN,4 ROOM,88,DAWSON RD,04 TO 06,83.0,Premium Apartment,2016,89 years 09 months,795000.0,89.75,889.855280429217,5.0
2025-12,QUEENSTOWN,4 ROOM,61B,STRATHMORE AVE,16 TO 18,97.0,Model A,2011,84 years 08 months,1020000.0,84.66666666666667,976.9195103564484,17.0
2025-12,BUKIT MERAH,4 ROOM,121,KIM TIAN PL,22 TO 24,100.0,Model A,2001,74 years 03 months,1008000.0,74.25,936.4635494569814,23.0
2025-12,CENTRAL AREA,4 ROOM,672B,KLANG LANE,10 TO 12,85.0,Model A,2002,75 years 08 months,705000.0,75.66666666666667,770.5494892240567,11.0
2025-12,QUEENSTOWN,4 ROOM,49,STRATHMORE AVE,25 TO 27,90.0,Model A,2006,79 years 08 months,988000.0,79.66666666666667,1019.8699149729912,26.0
2026-01,QUEENSTOWN,4 ROOM,90,TANGLIN HALT RD,31 TO 33,90.0,Model A,2008,81 years 08 months,1050000.0,81.66666666666667,1083.8698489085432,32.0
2026-01,QUEENSTOWN,4 ROOM,90,DAWSON RD,19 TO 21,83.0,Premium Apartment,2016,89 years 05 months,1112100.0,89.41666666666667,1244.7900092645689,20.0
2026-01,BUKIT MERAH,4 ROOM,2A,BOON TIONG RD,13 TO 15,100.0,Model A,2001,74 years 01 month,1150000.0,74.08333333333333,1068.3859939241354,14.0
2026-01,CENTRAL AREA,4 ROOM,634,VEERASAMY RD,13 TO 15,111.0,Model A,1985,58 years 09 months,802000.0,58.75,671.2460377024337,14.0
2026-01,QUEENSTOWN,4 ROOM,87,DAWSON RD,10 TO 12,83.0,Premium Apartment,2016,89 years 08 months,1010000.0,89.66666666666667,1130.507966331458,11.0
2026-01,QUEENSTOWN,4 ROOM,86,DAWSON RD,43 TO 45,83.0,Premium Apartment,2016,89 years 07 months,1215000.0,89.58333333333333,1359.9675040521995,44.0
2026-01,CENTRAL AREA,4 ROOM,637,VEERASAMY RD,04 TO 06,103.0,Model A,1985,58 years 05 months,785000.0,58.416666666666664,708.0481259860247,5.0
2026-01,CENTRAL AREA,4 ROOM,7,TG PAGAR PLAZA,19 TO 21,83.0,Improved,1980,53 years 05 months,828000.0,53.416666666666664,926.7926694281656,20.0
2026-01,CENTRAL AREA,4 ROOM,662,BUFFALO RD,22 TO 24,82.0,Improved,1982,55 years 05 months,585000.0,55.416666666666664,662.7845243325761,23.0
2026-01,CENTRAL AREA,4 ROOM,233,BAIN ST,07 TO 09,82.0,Improved,1980,53 years 05 months,750000.0,53.416666666666664,849.7237491443283,8.0
2026-01,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,40 TO 42,93.0,Type S1,2011,84 years,1350000.0,,1348.5938212226113,41.0
2026-01,CENTRAL AREA,4 ROOM,662,BUFFALO RD,19 TO 21,91.0,Improved,1982,55 years 05 months,615000.0,55.416666666666664,627.8618120051058,20.0
2026-01,QUEENSTOWN,4 ROOM,33,GHIM MOH LINK,31 TO 33,93.0,Model A,2018,91 years 06 months,1180000.0,91.5,1178.7708955871713,32.0
2026-01,CENTRAL AREA,4 ROOM,26,JLN BERSEH,10 TO 12,87.0,Improved,1979,52 years 05 months,655888.0,52.416666666666664,700.3913571043611,11.0
2026-02,QUEENSTOWN,4 ROOM,86,DAWSON RD,04 TO 06,87.0,Premium Apartment,2016,89 years 06 months,1015000.0,89.5,1083.8698489085432,5.0
2026-02,QUEENSTOWN,4 ROOM,91,DAWSON RD,16 TO 18,83.0,Premium Apartment,2016,89 years 03 months,1070000.0,89.25,1197.6668554204557,17.0
2026-02,QUEENSTOWN,4 ROOM,53,C'WEALTH DR,01 TO 03,88.0,Model A,2015,88 years 01 month,950000.0,88.08333333333333,1002.9315160355026,2.0
2026-02,CENTRAL AREA,4 ROOM,8,JLN KUKOH,16 TO 18,107.0,Adjoined flat,1971,44 years 05 months,688888.0,44.416666666666664,598.1294519158145,17.0
2026-02,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,28 TO 30,95.0,Type S1,2011,84 years,1350000.0,,1320.2023723547668,29.0
2026-02,QUEENSTOWN,4 ROOM,23,GHIM MOH LINK,22 TO 24,93.0,Model A,2013,86 years 02 months,1068000.0,86.16666666666667,1066.8875563449992,23.0
2026-02,BUKIT MERAH,4 ROOM,5,DELTA AVE,13 TO 15,92.0,New Generation,1985,58 years 09 months,794888.0,58.75,802.6911209247336,14.0
2026-02,BUKIT MERAH,4 ROOM,63B,LENGKOK BAHRU,10 TO 12,90.0,Model A,2001,74 years 09 months,880000.0,74.75,908.3861590852551,11.0
2026-02,QUEENSTOWN,4 ROOM,31,GHIM MOH LINK,10 TO 12,93.0,Model A,2018,91 years 04 months,1050000.0,91.33333333333331,1048.9063053953644,11.0
2026-02,BUKIT MERAH,4 ROOM,80A,TELOK BLANGAH ST 31,25 TO 27,95.0,Premium Apartment,2013,86 years 07 months,1138000.0,86.58333333333333,1112.881703510907,26.0
2026-03,QUEENSTOWN,4 ROOM,19,DOVER CRES,10 TO 12,92.0,Model A,2003,76 years 06 months,825000.0,76.5,833.0987192697653,11.0
2026-03,BUKIT MERAH,4 ROOM,14A,TELOK BLANGAH CRES,13 TO 15,101.0,Model A,1999,72 years 08 months,825000.0,72.66666666666667,758.8621997308752,14.0
2026-03,QUEENSTOWN,4 ROOM,18,DOVER CRES,04 TO 06,87.0,Model A,2003,76 years 07 months,790000.0,76.58333333333333,843.6031336332503,5.0
2026-03,BUKIT MERAH,4 ROOM,110A,DEPOT RD,10 TO 12,92.0,Model A,2017,90 years 09 months,870000.0,90.75,878.5404675935707,11.0
2026-03,CENTRAL AREA,4 ROOM,232,BAIN ST,16 TO 18,82.0,Improved,1980,53 years 02 months,783000.0,53.166666666666664,887.1115941066787,17.0
2026-03,QUEENSTOWN,4 ROOM,91,TANGLIN HALT RD,07 TO 09,90.0,Model A,2008,81 years 06 months,971888.0,81.5,1003.2381902057392,8.0
2026-03,QUEENSTOWN,4 ROOM,88,DAWSON RD,07 TO 09,83.0,Premium Apartment,2016,89 years 06 months,1016888.0,89.5,1138.217806798875,8.0
2026-03,QUEENSTOWN,4 ROOM,91,TANGLIN HALT RD,25 TO 27,90.0,Model A,2008,81 years 06 months,1013668.0,81.5,1046.3658876223096,26.0
2026-03,QUEENSTOWN,4 ROOM,5,DOVER CRES,10 TO 12,94.0,New Generation,1979,52 years 09 months,610000.0,52.75,602.882013222685,11.0
2026-03,QUEENSTOWN,4 ROOM,94,DAWSON RD,10 TO 12,88.0,Premium Apartment,2021,94 years 08 months,1230000.0,94.66666666666669,1298.5323839196508,11.0
2026-03,QUEENSTOWN,4 ROOM,48,STRATHMORE AVE,19 TO 21,90.0,Model A,2006,79 years 10 months,980000.0,79.83333333333333,1011.6118589813068,20.0
2026-03,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,83 years 10 months,1280000.0,83.83333333333333,1251.747434528964,38.0
2026-03,QUEENSTOWN,4 ROOM,4,HOLLAND CL,10 TO 12,88.0,Improved,1974,47 years 03 months,650000.0,47.25,686.2163004453439,11.0
2026-04,QUEENSTOWN,4 ROOM,94,DAWSON RD,19 TO 21,83.0,Premium Apartment,2021,94 years 06 months,1068000.0,94.5,1195.4282257841555,20.0
2026-04,BUKIT MERAH,4 ROOM,113,BT PURMEI RD,13 TO 15,103.0,Model A,1984,57 years 07 months,645000.0,57.583333333333336,581.7720270840585,14.0
2026-04,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,04 TO 06,94.0,Type S1,2011,83 years 10 months,1180000.0,83.83333333333333,1166.2307796766695,5.0
2026-04,QUEENSTOWN,4 ROOM,91,TANGLIN HALT RD,04 TO 06,90.0,Model A,2008,81 years 04 months,958000.0,81.33333333333333,988.9022050041756,5.0
2026-04,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,13 TO 15,95.0,Type S1,2011,83 years 10 months,1188888.0,83.83333333333333,1162.6464874548992,14.0
2026-04,CENTRAL AREA,4 ROOM,1A,CANTONMENT RD,04 TO 06,94.0,Type S1,2011,83 years 10 months,1200000.0,83.83333333333333,1185.9974030610197,5.0
2026-04,QUEENSTOWN,4 ROOM,18D,HOLLAND DR,22 TO 24,87.0,Model A,2012,85 years 05 months,1015000.0,85.41666666666667,1083.8698489085432,23.0
2026-04,BUKIT MERAH,4 ROOM,118A,JLN MEMBINA,19 TO 21,91.0,Model A,2003,75 years 09 months,915000.0,75.75,934.1358666417428,20.0
2026-04,QUEENSTOWN,4 ROOM,29,GHIM MOH LINK,13 TO 15,93.0,Model A,2018,91 years 02 months,1038888.0,91.16666666666669,1037.805879809123,14.0
2026-04,BUKIT MERAH,4 ROOM,119D,KIM TIAN RD,01 TO 03,92.0,Model A,2002,75 years 07 months,872000.0,75.58333333333333,880.5601008524064,2.0
2026-04,QUEENSTOWN,4 ROOM,53,C'WEALTH DR,28 TO 30,96.0,Model A,2015,87 years 11 months,1180000.0,87.91666666666667,1141.9343051000722,29.0
2026-04,BUKIT MERAH,4 ROOM,124B,BT MERAH VIEW,16 TO 18,107.0,Model A,1996,69 years 06 months,903000.0,69.5,784.0329561263667,17.0
2026-04,BUKIT MERAH,4 ROOM,110A,DEPOT RD,07 TO 09,92.0,Model A,2017,90 years 08 months,840000.0,90.66666666666669,848.2459687110338,8.0
2026-05,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,10 TO 12,94.0,Type S1,2011,83 years 09 months,1175000.0,83.75,1161.289123830582,11.0
2026-05,CENTRAL AREA,4 ROOM,269B,QUEEN ST,04 TO 06,92.0,New Generation,1984,57 years 02 months,790000.0,57.166666666666664,797.7551372401389,5.0
2026-05,BUKIT MERAH,4 ROOM,9A,BOON TIONG RD,01 TO 03,92.0,Model A,2016,88 years 08 months,1000000.0,88.66666666666667,1009.8166294178972,2.0
2026-05,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,31 TO 33,94.0,Type S1,2011,83 years 09 months,1438888.0,83.75,1422.0978594130538,32.0
2026-05,QUEENSTOWN,4 ROOM,129,CLARENCE LANE,16 TO 18,104.0,Model A,1996,69 years 03 months,950000.0,69.25,848.6343597223482,17.0
2026-05,BEDOK,4 ROOM,182,BEDOK NTH RD,01 TO 03,92.0,Model A,2006,78 years 10 months,720000.0,78.83333333333333,727.067973180886,2.0
2026-05,BUKIT MERAH,4 ROOM,69,TELOK BLANGAH HTS,13 TO 15,91.0,New Generation,1978,50 years 08 months,653000.0,50.666666666666664,666.6565255924131,14.0
2026-05,BUKIT MERAH,4 ROOM,27,TELOK BLANGAH WAY,04 TO 06,82.0,Improved,1976,49 years,482000.0,,546.0891294500883,5.0
2026-05,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,40 TO 42,96.0,Type S1,2011,83 years 08 months,1550000.0,83.66666666666667,1499.9984516145016,41.0
2026-05,QUEENSTOWN,4 ROOM,29,GHIM MOH LINK,16 TO 18,93.0,Model A,2018,91 years 02 months,1070000.0,91.16666666666669,1068.8854731171807,17.0
2026-05,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,43 TO 45,95.0,Type S1,2011,83 years 08 months,1460000.0,83.66666666666667,1427.7744175095995,44.0
2026-05,BUKIT MERAH,4 ROOM,50,MOH GUAN TER,01 TO 03,150.0,Adjoined flat,1973,45 years 09 months,1530000.0,45.75,947.6119250457548,2.0
2026-05,QUEENSTOWN,4 ROOM,52,STRATHMORE AVE,31 TO 33,90.0,Model A,2006,79 years 08 months,980000.0,79.66666666666667,1011.6118589813068,32.0
2026-05,BUKIT MERAH,4 ROOM,21,JLN MEMBINA,22 TO 24,90.0,Model A,2003,76 years 04 months,1020000.0,76.33333333333333,1052.9021389397276,23.0
2026-05,CENTRAL AREA,4 ROOM,233,BAIN ST,22 TO 24,82.0,Improved,1980,53 years,980000.0,,1110.3056988819224,23.0
2026-05,QUEENSTOWN,4 ROOM,89,TANGLIN HALT RD,10 TO 12,85.0,Model A,2008,81 years 04 months,888000.0,81.33333333333333,970.5644630226416,11.0
2026-05,QUEENSTOWN,4 ROOM,62B,STRATHMORE AVE,19 TO 21,93.0,Model A,2011,84 years 04 months,1006888.0,84.33333333333333,1005.8392114542168,20.0
2026-05,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,22 TO 24,96.0,Type S1,2011,83 years 09 months,1350000.0,83.75,1306.4502643094047,23.0
2026-05,BUKIT MERAH,4 ROOM,70C,TELOK BLANGAH HTS,16 TO 18,93.0,Model A,2017,90 years 01 month,968000.0,90.08333333333331,966.9917177359168,17.0
2026-05,CENTRAL AREA,4 ROOM,334,KRETA AYER RD,16 TO 18,83.0,Improved,1981,53 years 11 months,780000.0,53.916666666666664,873.0655581569677,17.0
2026-05,BUKIT MERAH,4 ROOM,92B,TELOK BLANGAH ST 31,04 TO 06,93.0,Model A,2018,91 years 07 months,880000.0,91.58333333333331,879.0833797599244,5.0
2026-06,CENTRAL AREA,4 ROOM,8,TG PAGAR PLAZA,10 TO 12,83.0,Improved,1980,52 years 11 months,810000.0,52.916666666666664,906.6450027014664,11.0
2026-06,CENTRAL AREA,4 ROOM,1A,CANTONMENT RD,46 TO 48,97.0,Type S1,2011,83 years 08 months,1500000.0,83.66666666666667,1436.646338759483,47.0
2026-06,BUKIT MERAH,4 ROOM,34,TELOK BLANGAH WAY,10 TO 12,82.0,Improved,1976,48 years 11 months,550000.0,48.916666666666664,623.1307493725074,11.0
2026-06,BEDOK,4 ROOM,718,BEDOK RESERVOIR RD,10 TO 12,104.0,Model A,1984,56 years 08 months,585000.0,56.666666666666664,522.5801057237618,11.0
2026-06,CENTRAL AREA,4 ROOM,672B,KLANG LANE,04 TO 06,85.0,Model A,2002,75 years 02 months,655000.0,75.16666666666667,715.9005892790882,5.0
2026-06,BUKIT MERAH,4 ROOM,75B,REDHILL RD,28 TO 30,100.0,Model A,2005,78 years 07 months,1150000.0,78.58333333333333,1068.3859939241354,29.0
2026-06,QUEENSTOWN,4 ROOM,87,DAWSON RD,10 TO 12,87.0,Premium Apartment,2016,89 years 03 months,1053888.0,89.25,1125.3964801246568,11.0
2026-06,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,16 TO 18,93.0,Type S1,2011,83 years 08 months,1200000.0,83.66666666666667,1198.7500633089878,17.0
2026-06,QUEENSTOWN,4 ROOM,86,DAWSON RD,37 TO 39,83.0,Premium Apartment,2016,89 years 02 months,1180000.0,89.16666666666667,1320.791485416951,38.0
2026-06,QUEENSTOWN,4 ROOM,51,STRATHMORE AVE,01 TO 03,90.0,Model A,2006,79 years 05 months,785000.0,79.41666666666667,810.321744184006,2.0
2026-06,QUEENSTOWN,4 ROOM,94,DAWSON RD,28 TO 30,91.0,Premium Apartment,2021,94 years 05 months,1230000.0,94.41666666666669,1255.7236240102116,29.0
2026-06,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,28 TO 30,95.0,Type S1,2011,83 years 07 months,1468000.0,83.58333333333333,1435.5978389754057,29.0
2026-06,BUKIT MERAH,4 ROOM,106A,DEPOT RD,25 TO 27,100.0,Model A,2000,73 years 02 months,788000.0,73.16666666666667,732.0766636627989,26.0
2026-06,CENTRAL AREA,4 ROOM,632,VEERASAMY RD,10 TO 12,109.0,Model A,1985,58 years 02 months,780000.0,58.166666666666664,664.8113883213607,11.0
2026-06,BUKIT MERAH,4 ROOM,4B,BOON TIONG RD,01 TO 03,100.0,Model A,2005,78 years 05 months,900000.0,78.41666666666667,836.128169158019,2.0
2026-07,BUKIT MERAH,4 ROOM,106,HENDERSON CRES,01 TO 03,81.0,Improved,1975,47 years 07 months,508000.0,47.583333333333336,582.6517283021586,2.0
2026-07,QUEENSTOWN,4 ROOM,23,GHIM MOH LINK,04 TO 06,92.0,Model A,2013,85 years 10 months,915000.0,85.83333333333333,923.982215917376,5.0
2026-07,BUKIT MERAH,4 ROOM,120,KIM TIAN PL,01 TO 03,90.0,Model A,2001,73 years 08 months,850000.0,73.66666666666667,877.4184491164397,2.0
2026-07,QUEENSTOWN,4 ROOM,93,DAWSON RD,22 TO 24,97.0,Premium Apartment Loft,2016,88 years 10 months,1288888.0,88.83333333333333,1234.4508175140215,23.0
2026-07,QUEENSTOWN,4 ROOM,9,HOLLAND AVE,07 TO 09,86.0,Improved,1974,46 years 11 months,655000.0,46.916666666666664,707.5761638223546,8.0
2026-07,BUKIT MERAH,4 ROOM,119D,KIM TIAN RD,16 TO 18,92.0,Model A,2002,75 years 04 months,960000.0,75.33333333333333,969.4239642411816,17.0
2026-07,BUKIT MERAH,4 ROOM,139,JLN BT MERAH,13 TO 15,106.0,Model A,1997,69 years 07 months,848000.0,69.58333333333333,743.2250392515725,14.0
2026-07,BUKIT MERAH,4 ROOM,93A,TELOK BLANGAH ST 31,07 TO 09,93.0,Model A,2018,91 years 06 months,935000.0,91.5,934.0260909949196,8.0
2026-07,QUEENSTOWN,4 ROOM,91,TANGLIN HALT RD,22 TO 24,90.0,Model A,2008,81 years 02 months,1080000.0,81.16666666666667,1114.8375588773586,23.0
2026-07,BUKIT MERAH,4 ROOM,90A,TELOK BLANGAH ST 31,13 TO 15,93.0,Model A,2018,91 years 06 months,948000.0,91.5,947.0125500141004,14.0
2026-07,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,07 TO 09,95.0,Type S1,2011,83 years 07 months,1240000.0,83.58333333333333,1212.630327199934,8.0
